Date,Open,High,Low,Close,Volume,Adj Close
2015-01-26,158.25999,159.46001,155.77,156.36,7888100,154.10457
2015-01-23,155.03,157.60001,154.89,155.87,4834800,153.62163
2015-01-22,151.94,155.72,151.75999,155.39,6120100,153.14856
2015-01-21,153.03,154.50,151.07001,152.09,11897100,149.89615
2015-01-20,156.70,157.33,154.03,156.95,8392800,154.68605
2015-01-16,153.82001,157.63,153.82001,157.14,5756000,154.87332
2015-01-15,156.69,156.97,154.16,154.57001,4248400,152.34039
2015-01-14,154.86,156.49001,153.74001,155.80,4690300,153.55264
2015-01-13,157.25999,159.97,155.67999,156.81,4377500,154.54807
2015-01-12,159.00,159.25,155.75999,156.44,4182800,154.18341
2015-01-09,158.42,160.34,157.25,159.11,4484800,156.8149
2015-01-08,156.24001,159.03999,155.55,158.42,4236800,156.13486
2015-01-07,157.20,157.20,154.03,155.05,4701800,152.81346
2015-01-06,159.67,159.96001,155.17,156.07001,6146700,153.81876
2015-01-05,161.27,161.27,159.19,159.50999,4880400,157.20912
2015-01-02,161.31,163.31,161.00,162.06,5525500,159.72234
2014-12-31,160.41,161.50,160.38,160.44,4011900,158.12572
2014-12-30,160.02,160.82001,159.78999,160.05,2829900,157.74135
2014-12-29,162.00,162.34,159.45,160.50999,3331800,158.1947
2014-12-26,162.27,163.09,162.00999,162.34,1912200,159.99831
2014-12-24,162.88,162.99001,161.61,161.82001,1868100,159.48581
2014-12-23,162.23,162.89999,161.61,162.24001,4043300,159.89975
2014-12-22,158.33,161.91,158.33,161.44,4682500,159.1113
2014-12-19,157.49001,160.41,157.49001,158.50999,8864900,156.22354
2014-12-18,153.58,157.67999,153.30,157.67999,7302400,155.40552
2014-12-17,151.52,153.31,151.11,151.92999,5131000,149.73846
2014-12-16,152.03,154.89,150.50,151.41,6782600,149.22597
2014-12-15,155.92999,156.74001,152.84,153.06,6500300,150.85216
2014-12-12,160.25,160.50,155.33,155.38,8611700,153.1387
2014-12-11,160.82001,162.92999,160.52,161.07001,3989600,158.74663
2014-12-10,163.00999,163.33,160.03,160.50999,4072800,158.1947
2014-12-09,160.84,163.02,160.80,162.99001,3861200,160.63893
2014-12-08,163.28999,163.28999,161.53999,161.86,2851000,159.52524
2014-12-05,163.61,164.50,162.91,163.27,3013500,160.9149
2014-12-04,164.00999,164.50,163.00999,164.05,3859400,161.68364
2014-12-03,162.47,164.52,162.00,164.52,6429100,162.14687
2014-12-02,162.47,162.73,161.64,162.67,3464100,160.32355
2014-12-01,161.64,163.32001,161.35001,161.53999,4168400,159.20984
2014-11-28,162.75,163.37,161.44,162.17,2405500,159.83076
2014-11-26,161.92999,162.10001,161.00999,161.95,3966000,159.61392
2014-11-25,162.64999,163.50,161.56,161.75999,4062300,159.42667
2014-11-24,161.53999,163.86,161.06,162.14999,6618500,159.81104
2014-11-21,161.83,161.95,160.75,160.92,4076900,158.59879
2014-11-20,160.95,161.50,159.80,160.64,4182200,158.32283
2014-11-19,162.05,162.10001,160.96001,161.42999,3802200,159.10143
2014-11-18,164.73,164.75,161.89,161.89,5410100,159.55479
2014-11-17,164.16,164.97,163.72,164.16,4798900,161.79205
2014-11-14,162.10001,164.49001,161.69,164.16,4976700,161.79205
2014-11-13,162.00,162.80,161.80,162.78999,3239500,160.4418
2014-11-12,162.28,163.00,161.75999,161.92,3377600,159.58437
2014-11-11,163.70,163.89999,162.60001,163.30,3534400,160.94446
2014-11-10,161.89999,164.47,161.61,163.49001,4958200,161.13173
2014-11-07,161.42,162.21001,160.85001,162.07001,3494800,159.73221
2014-11-06,161.28,161.53,160.05,161.46001,4067600,159.13101
2014-11-05,163.13,163.53999,161.56,161.82001,4104700,158.40169
2014-11-04,164.34,164.36,162.24001,162.64999,4246900,159.21414
2014-11-03,164.25,164.53999,163.38,164.36,4688200,160.88802
2014-10-31,165.48,165.59,163.62,164.39999,5818000,160.92717
2014-10-30,163.50,164.62,163.02,164.35001,3896000,160.87823
2014-10-29,164.33,164.62,162.75999,163.46001,4739300,160.00703
2014-10-28,162.00,163.60001,161.80,163.60001,7895300,160.14407
2014-10-27,162.00,162.91,161.81,161.87,4989100,158.45061
2014-10-24,162.08,162.44,161.45,162.08,6652100,158.65619
2014-10-23,162.12,162.83,161.53999,162.17999,7599400,158.75406
2014-10-22,162.41,165.41,161.10001,161.78999,11084800,158.3723
2014-10-21,166.39999,166.67999,161.67999,163.23,20949800,159.78189
2014-10-20,166.85001,170.33,166.69,169.10001,23416500,165.52789
2014-10-17,181.24001,182.84,180.22,182.05,4350200,178.20433
2014-10-16,179.80,181.48,178.69,179.84,5578600,176.04102
2014-10-15,182.46001,183.78999,178.75,181.75,6895800,177.91068
2014-10-14,184.89,185.72,183.59,183.80,3924700,179.91737
2014-10-13,185.49001,186.64999,183.42,183.52,3596700,179.64328
2014-10-10,185.86,187.74001,185.10001,185.92999,5090200,182.00237
2014-10-09,189.12,189.50,186.09,186.42,2625400,182.48201
2014-10-08,185.97,189.60001,185.61,189.36,2984800,185.35991
2014-10-07,187.77,188.12,185.53999,185.71001,2991300,181.78702
2014-10-06,189.69,190.89,188.71001,189.03999,2099500,185.04666
2014-10-03,188.11,189.37,187.56,188.67,3071500,184.68449
2014-10-02,187.66,187.78,186.24001,186.91,2283100,182.96167
2014-10-01,189.91,190.39999,186.78999,187.17,3723200,183.21617
2014-09-30,189.64,190.85001,189.14999,189.83,2932600,185.81999
2014-09-29,188.50999,189.96001,188.12,189.64,2336300,185.634
2014-09-26,188.92999,190.33,188.61,190.06,2493900,186.04512
2014-09-25,192.05,192.50,188.97,189.00999,4151400,185.0173
2014-09-24,191.00,192.45,189.88,192.31,3082600,188.24759
2014-09-23,192.75,193.07001,191.52,191.62,3301800,187.57217
2014-09-22,193.72,194.14,192.63,193.11,3318000,189.0307
2014-09-19,194.53999,195.00,193.19,194.00,8852000,189.9019
2014-09-18,192.78999,194.13,192.71001,193.75,2963300,189.65718
2014-09-17,193.22,193.64,192.30,192.80,3210800,188.72725
2014-09-16,191.25,193.57001,190.82001,192.96001,2561500,188.88387
2014-09-15,191.42,192.49001,190.58,191.81,2456400,187.75816
2014-09-12,191.47,191.60001,190.57001,191.28,2901000,187.23935
2014-09-11,191.08,192.78,190.12,191.72,2298500,187.67006
2014-09-10,190.12,192.14999,190.10001,191.53999,2764000,187.49385
2014-09-09,190.34,190.74001,189.78,189.99001,2403600,185.97661
2014-09-08,190.75,191.20,189.50999,190.14,2524200,186.12343
2014-09-05,190.53,191.75,190.09,191.20,2260200,187.16104
2014-09-04,191.69,192.69,190.06,190.67999,2865000,186.65202
2014-09-03,192.39,192.95,191.86,191.95,1822800,187.8952
2014-09-02,192.67999,192.97,190.92999,191.56,2679700,187.51344
2014-08-29,192.28,192.75,191.14,192.30,2909400,188.23781
2014-08-28,191.47,192.30,190.66,192.00,1503600,187.94415
2014-08-27,193.03,194.13,191.56,192.25,2190200,188.18886
2014-08-26,191.02,193.53,191.02,192.99001,3175400,188.91324
2014-08-25,191.39,191.81,190.71001,191.16,1723600,187.12189
2014-08-22,190.77,191.88,190.28999,190.41,1940300,186.38774
2014-08-21,190.89999,192.07001,190.50,191.23,2496500,187.1904
2014-08-20,189.86,190.39,189.25,190.10001,2177600,186.08429
2014-08-19,190.03999,190.25,189.36,190.07001,2040100,186.05492
2014-08-18,188.10001,189.81,187.75999,189.36,2420300,185.35991
2014-08-15,187.85001,188.88,186.78999,187.38,2814800,183.42174
2014-08-14,187.57001,188.17,186.92999,187.88,1929500,183.91118
2014-08-13,188.00,188.48,187.37,187.95,1797000,183.97969
2014-08-12,187.45,188.69,186.81,187.34,1858600,183.38258
2014-08-11,187.81,188.36,186.28,187.47,2527200,183.50984
2014-08-08,184.39999,186.67,183.58,186.63,2781500,182.68759
2014-08-07,186.64,186.67999,183.58,184.30,2708600,180.4068
2014-08-06,185.36,186.88,184.44,185.97,3847000,182.04152
2014-08-05,188.75,189.20,186.44,187.10001,3307900,182.07089
2014-08-04,189.35001,189.95,188.60001,189.64,2125900,184.5426
2014-08-01,190.50,191.50,188.86,189.14999,5181100,184.06577
2014-07-31,192.84,194.28999,191.53999,191.67,4207500,186.51804
2014-07-30,195.20,195.99001,192.89999,194.00,3943800,188.78542
2014-07-29,195.30,195.89,194.53999,194.57001,3264100,189.3401
2014-07-28,194.30,196.39999,193.64999,195.78,3242400,190.51756
2014-07-25,195.30,195.89999,193.78999,194.39999,3376400,189.17465
2014-07-24,193.95,195.62,193.75,195.24001,3612700,189.9921
2014-07-23,194.11,194.89999,193.57001,193.63,3584200,188.42537
2014-07-22,191.59,194.72,191.56,194.09,4853000,188.87299
2014-07-21,191.30,191.70,189.25,190.85001,4154400,185.72009
2014-07-18,191.96001,193.44,190.00,192.50,8166400,187.32573
2014-07-17,192.36,195.95,192.00,192.49001,8872300,187.31601
2014-07-16,192.24001,193.36,190.75999,192.36,7812600,187.1895
2014-07-15,189.53999,190.08,188.21001,188.49001,4864700,183.42352
2014-07-14,188.55,190.44,188.53,189.86,4501100,184.7567
2014-07-11,187.73,188.35001,186.71001,188.00,2402500,182.94669
2014-07-10,186.44,188.05,186.21001,187.70,3177800,182.65475
2014-07-09,187.67999,188.89999,186.89,188.42,3309600,183.35539
2014-07-08,187.64999,188.08,186.37,187.22,3135100,182.18765
2014-07-07,187.61,188.27,187.44,188.03999,2958700,182.98561
2014-07-03,188.39,188.81,187.35001,188.53,2422400,183.46245
2014-07-02,186.34,188.99001,186.17,188.39,5093000,183.3262
2014-07-01,181.70,187.27,181.70,186.35001,6643100,181.34105
2014-06-30,181.33,181.92999,180.25999,181.27,4223800,176.3976
2014-06-27,179.77,182.46001,179.66,181.71001,4575500,176.82576
2014-06-26,180.87,181.37,179.27,180.37,3258500,175.52177
2014-06-25,180.25,180.97,180.06,180.72,2762800,175.86237
2014-06-24,181.50,183.00,180.64999,180.88,3875400,176.01808
2014-06-23,181.92,182.25,181.00,182.14,3231700,177.2442
2014-06-20,182.59,182.67,181.39999,181.55,10686800,176.67006
2014-06-19,184.12,184.47,182.36,182.82001,3551100,177.90593
2014-06-18,182.03999,183.61,181.78999,183.60001,3931800,178.66496
2014-06-17,181.89999,182.81,181.56,182.25999,2460900,177.36098
2014-06-16,182.39999,182.71001,181.24001,182.35001,3556200,177.44856
2014-06-13,182.00,183.00,181.52,182.56,2773600,177.65291
2014-06-12,182.48,182.55,180.91,181.22,4425300,176.34894
2014-06-11,183.61,184.20,182.00999,182.25,4061700,177.35124
2014-06-10,186.20,186.22,183.82001,184.28999,4154900,179.33641
2014-06-09,186.22,187.64,185.96001,186.22,2728400,181.21454
2014-06-06,186.47,187.64999,185.89999,186.37,3296700,181.3605
2014-06-05,184.66,186.09,183.92,185.98,2852200,180.98099
2014-06-04,184.71001,185.45,184.20,184.50999,2376800,179.55049
2014-06-03,185.55,185.75999,184.12,184.37,2517100,179.41426
2014-06-02,184.75999,186.28,184.67,185.69,3200500,180.69878
2014-05-30,183.38,184.57001,182.49001,184.36,4620500,179.40453
2014-05-29,183.64,183.78,182.33,183.75999,2759900,178.82065
2014-05-28,184.48,184.88,182.94,183.08,3721600,178.15894
2014-05-27,184.80,185.64999,183.92999,184.78,4793800,179.81323
2014-05-23,185.84,186.14,185.31,185.94,2562900,180.94206
2014-05-22,186.45,186.45,185.03,185.67999,2218000,180.68904
2014-05-21,185.85001,187.16,184.95,186.39,2988000,181.37996
2014-05-20,186.25,186.70,184.70,184.89,3026500,179.92029
2014-05-19,186.61,187.13,186.03999,187.00,3270700,181.97357
2014-05-16,186.27,187.41,185.92999,187.06,3949500,182.03195
2014-05-15,189.07001,189.08,186.17999,186.46001,4202200,181.44809
2014-05-14,191.91,191.99001,188.17,188.72,5251500,183.64734
2014-05-13,192.78999,193.03,191.75999,192.19,2226600,187.02406
2014-05-12,191.12,193.02,190.94,192.57001,3777400,187.39386
2014-05-09,188.98,190.59,188.37,190.08,2261600,184.97078
2014-05-08,189.16,190.57001,188.23,188.91,2431900,183.83223
2014-05-07,189.34,190.30,186.92999,189.30,3821000,184.21175
2014-05-06,190.92999,190.95,189.25,190.03,3188700,183.8517
2014-05-05,191.05,191.49001,189.80,191.25999,2222100,185.0417
2014-05-02,193.75,193.84,191.25,191.44,3049900,185.21585
2014-05-01,196.31,196.74001,193.14999,193.53,3674000,187.2379
2014-04-30,194.38,196.86,194.35001,196.47,4206800,190.08232
2014-04-29,193.59,195.94,193.41,195.11,4626300,188.76654
2014-04-28,191.14,193.99001,190.58,193.14,5638300,186.86058
2014-04-25,190.53999,190.67,189.11,189.63,3871000,183.46471
2014-04-24,192.22,192.22,190.03,190.22,4407100,184.03552
2014-04-23,191.78999,192.41,190.11,191.73,4736400,185.49643
2014-04-22,192.00999,193.00,191.20,192.14999,3878600,185.90277
2014-04-21,189.80,192.81,189.74001,192.27,5419700,186.01888
2014-04-17,187.25,190.70,187.00999,190.00999,11255500,183.83234
2014-04-16,198.05,198.71001,195.00,196.39999,8527300,190.01459
2014-04-15,195.98,197.41,195.42,197.02,5351300,190.61444
2014-04-14,196.24001,198.24001,195.88,197.77,5431100,191.34006
2014-04-11,195.03999,197.00,194.27,195.19,4835000,188.84393
2014-04-10,196.06,199.21001,195.66,195.67999,8417900,189.31799
2014-04-09,193.88,197.00,193.60001,196.64,5480100,190.2468
2014-04-08,193.89,194.17,192.69,193.28999,5125000,187.00571
2014-04-07,191.72,195.31,191.57001,194.52,6740500,188.19572
2014-04-04,193.12,193.97,191.28,191.77,6089900,185.53513
2014-04-03,193.20,193.38,192.35001,192.69,4091100,186.42522
2014-04-02,194.24001,194.50,192.49001,193.55,4924100,187.25726
2014-04-01,193.12,195.13,192.78,194.50,5394100,188.17636
2014-03-31,191.64,193.77,191.39999,192.49001,8537300,186.23172
2014-03-28,189.94,192.62,189.11,190.45,5194400,184.25804
2014-03-27,191.91,192.67,189.32001,189.83,6767700,183.6582
2014-03-26,194.98,195.63,191.96001,192.62,6851700,186.35748
2014-03-25,188.75999,195.39999,188.70,195.03999,10912700,188.69881
2014-03-24,187.42999,189.44,187.37,188.25,5738500,182.12956
2014-03-21,188.50,188.70,186.39999,186.67,12535200,180.60094
2014-03-20,184.47,188.25999,184.17,187.89999,5062600,181.79094
2014-03-19,185.60001,186.70,183.50,184.71001,4323900,178.70467
2014-03-18,185.99001,187.89999,185.53999,186.81,3961300,180.73639
2014-03-17,182.66,186.35001,182.66,185.81,4938100,179.76889
2014-03-14,183.89,184.28999,182.21001,182.21001,5490300,176.28595
2014-03-13,186.41,187.00,183.71001,183.89999,4913200,177.92099
2014-03-12,186.00999,187.45,185.89,186.22,4833000,180.16557
2014-03-11,187.41,188.45,186.03999,186.75999,4229500,180.688
2014-03-10,187.55,188.37,185.85001,186.39,4591200,180.33005
2014-03-07,188.35001,188.92,187.17999,187.67999,4117800,181.57809
2014-03-06,187.37,188.39,186.89999,187.64,3817300,181.5394
2014-03-05,186.57001,187.95,186.39999,187.14,3485200,181.05566
2014-03-04,185.81,187.16,185.67999,186.44,4733000,180.37842
2014-03-03,183.33,184.64,182.82001,184.25999,3950100,178.26929
2014-02-28,185.38,186.12,183.64999,185.17,4667900,179.1497
2014-02-27,183.83,185.95,183.81,185.27,3827800,179.24646
2014-02-26,183.94,185.28,183.56,184.06,3740700,178.07579
2014-02-25,183.52,184.60001,182.88,183.23,3902300,177.27278
2014-02-24,182.82001,185.16,182.82001,183.45,4595300,177.48563
2014-02-21,184.25,185.71001,182.62,182.78999,5699300,176.84708
2014-02-20,182.96001,184.86,182.78999,184.25999,4968200,178.26929
2014-02-19,182.74001,185.64999,182.41,182.95,4671500,177.00188
2014-02-18,183.17999,184.00,182.32001,183.19,4435200,177.23409
2014-02-14,181.25999,184.42999,180.99001,183.69,4659900,177.71783
2014-02-13,178.22,182.36,177.86,181.84,4482000,175.92796
2014-02-12,179.52,181.25,179.25999,180.24001,3983000,174.38
2014-02-11,176.81,180.39,176.80,179.70,4647300,173.85754
2014-02-10,176.97,177.64999,176.25,177.14,3540400,171.38078
2014-02-07,175.64,177.56,175.07001,177.25,4692900,171.4872
2014-02-06,173.97,174.85001,173.78999,174.67,4292200,168.99109
2014-02-05,172.19,174.97,172.19,174.24001,4712300,167.65596
2014-02-04,173.53,173.75,172.36,172.84,4349800,166.30885
2014-02-03,176.02,176.02,172.72,172.89999,7186800,166.36658
2014-01-31,176.11,177.84,175.34,176.67999,5193400,170.00374
2014-01-30,177.17,177.86,176.36,177.36,4853700,170.65805
2014-01-29,175.98,178.53,175.89,176.39999,4970900,169.73433
2014-01-28,178.05,178.45,176.16,176.85001,5333300,170.16733
2014-01-27,179.61,179.64999,177.66,177.89999,5208600,171.17764
2014-01-24,181.25,182.81,179.64,179.64,6890600,172.8519
2014-01-23,181.42999,183.72,180.71001,182.73,6973900,175.82513
2014-01-22,181.28,183.50,179.67,182.25,13796100,175.36327
2014-01-21,190.23,190.39,186.78999,188.42999,11076300,181.30974
2014-01-17,188.03999,190.81,187.86,190.09,7644600,182.90701
2014-01-16,187.53,188.99001,186.80,188.75999,4770300,181.62727
2014-01-15,185.82001,188.64999,185.49001,187.74001,4816500,180.64583
2014-01-14,185.06,186.42999,183.88,185.92,4619200,178.89459
2014-01-13,186.25999,186.95,183.86,184.16,5784700,177.2011
2014-01-10,188.31,188.57001,186.28,187.25999,4022400,180.18396
2014-01-09,189.02,189.50,186.55,187.38,4321300,180.29942
2014-01-08,189.33,189.42,187.25999,187.97,4603700,180.86713
2014-01-07,186.39,190.35001,186.38,189.71001,5932300,182.54138
2014-01-06,187.14999,187.36,185.30,186.00,4067800,178.97157
2014-01-03,185.83,187.35001,185.30,186.64,4063200,179.58739
2014-01-02,187.21001,187.39999,185.20,185.53,4546500,178.51933
2013-12-31,186.49001,187.78999,186.30,187.57001,3619700,180.48225
2013-12-30,185.32001,186.70,184.67,186.41,3018600,179.36607
2013-12-27,185.84,186.50,184.56,185.08,3381600,178.08633
2013-12-26,183.56,185.56,183.50999,185.35001,3325700,178.34613
2013-12-24,181.96001,183.50,181.91,183.22,1613600,176.29662
2013-12-23,181.05,182.92999,180.61,182.23,4079900,175.34402
2013-12-20,180.12,182.00,180.02,180.02,7653500,173.21754
2013-12-19,177.88,180.53999,177.88,180.22,5927000,173.40999
2013-12-18,176.45,178.74001,174.85001,178.70,5697700,171.94742
2013-12-17,177.36,177.49001,175.12,175.75999,5471900,169.1185
2013-12-16,173.22,178.35001,172.73,177.85001,7517000,171.12955
2013-12-13,173.52,174.38,172.73,172.80,4184400,166.27037
2013-12-12,175.06,175.80,173.30,173.37,5671600,166.81882
2013-12-11,177.00,177.75999,175.10001,175.20,4090400,168.57967
2013-12-10,176.89999,177.67,176.06,177.12,4127800,170.42711
2013-12-09,177.99001,178.14999,176.83,177.46001,3796600,170.75427
2013-12-06,176.70,178.00,176.00999,177.67,4739800,170.95633
2013-12-05,176.14999,176.86,175.28,176.08,4384900,169.42642
2013-12-04,175.37,177.50,175.16,175.74001,5267400,169.09927
2013-12-03,177.00,178.23,175.64,176.08,5864000,169.42642
2013-12-02,179.46001,179.59,177.12,177.48,4560000,170.77351
2013-11-29,179.21001,180.75999,179.00,179.67999,2870500,172.89038
2013-11-27,177.83,180.17999,177.82001,178.97,4596500,172.20721
2013-11-26,178.67,178.94,177.31,177.31,5756000,170.60994
2013-11-25,180.25,180.75,177.82001,178.94,7161900,172.17834
2013-11-22,183.50,184.99001,179.92,181.30,7610200,174.44917
2013-11-21,185.53999,185.75,183.41,184.13,4459500,177.17224
2013-11-20,185.22,186.24001,184.64999,185.19,3645800,178.19218
2013-11-19,184.63,186.20,184.14999,185.25,4577000,178.24991
2013-11-18,183.52,184.99001,183.27,184.47,5344900,177.49939
2013-11-15,182.38,183.28,181.16,183.19,5176100,176.26776
2013-11-14,180.48,183.20,179.66,182.21001,6321500,175.32478
2013-11-13,182.27,183.55,181.59,183.55,4704400,176.61415
2013-11-12,182.53,184.05,182.25999,183.07001,4258500,176.1523
2013-11-11,180.19,183.39,180.03999,182.88,5222300,175.96947
2013-11-08,178.83,180.08,177.35001,179.99001,6275000,173.18867
2013-11-07,179.60001,181.39,179.60001,180.00,5219500,173.19829
2013-11-06,177.91,179.75,177.78,179.19,4560700,172.4189
2013-11-05,179.53999,179.80,177.71001,177.85001,6096800,170.21544
2013-11-04,179.89999,180.80,179.34,180.27,3483300,172.53156
2013-11-01,179.81,180.34,178.88,179.23,3644500,171.53619
2013-10-31,179.64999,181.67,179.03999,179.21001,4318100,171.51706
2013-10-30,181.69,182.17999,179.86,180.14999,5273700,172.4167
2013-10-29,177.62,182.32001,177.50,182.12,8904600,174.30214
2013-10-28,177.03999,177.89,176.20,177.35001,3712700,169.73691
2013-10-25,178.42999,179.10001,176.25999,176.85001,4842800,169.25838
2013-10-24,176.42999,177.89,176.25,177.80,5533300,170.16759
2013-10-23,175.09,175.99001,174.39999,175.77,5409400,168.22473
2013-10-22,173.35001,175.57001,172.95,174.97,6977300,167.45908
2013-10-21,174.42,174.75,172.63,172.86,7098700,165.43965
2013-10-18,174.80,175.00,173.25,173.78,10548000,166.32014
2013-10-17,173.84,177.00,172.57001,174.83,22368900,167.32507
2013-10-16,185.42,186.73,184.99001,186.73,6718000,178.71425
2013-10-15,185.74001,185.94,184.22,184.66,3365100,176.73311
2013-10-14,185.41,186.99001,184.42,186.97,2663100,178.94394
2013-10-11,185.25,186.23,184.12,186.16,3232600,178.16872
2013-10-10,183.17,184.77,182.36,184.77,3658900,176.83839
2013-10-09,179.37,181.67,179.10001,181.32001,4423500,173.53648
2013-10-08,181.89,181.99001,178.71001,178.72,5578300,171.0481
2013-10-07,181.85001,183.31,181.85001,182.00999,3966400,174.19685
2013-10-04,184.17,185.13,183.58,184.10001,2863600,176.19716
2013-10-03,184.70,184.96001,183.00,183.86,3211800,175.96745
2013-10-02,185.53999,186.31,184.41,184.96001,3617100,177.02023
2013-10-01,185.34,186.64999,184.64999,186.38,2681200,178.37927
2013-09-30,185.56,186.74001,184.34,185.17999,3978200,177.23077
2013-09-27,188.87,188.94,186.45,186.92,3905500,178.89609
2013-09-26,190.10001,191.75999,189.46001,190.22,2093600,182.05443
2013-09-25,190.14,190.62,188.50,189.47,2654500,181.33662
2013-09-24,190.92999,191.56,189.66,189.97,3085300,181.81517
2013-09-23,190.06,192.41,189.33,190.99001,3340800,182.79138
2013-09-20,193.96001,194.42999,190.02,190.02,8525900,181.86302
2013-09-19,194.17999,194.89,193.22,193.39,3178100,185.08835
2013-09-18,192.60001,194.89,192.00,194.42,3841800,186.07414
2013-09-17,193.42,194.14999,191.83,192.16,2930900,183.91116
2013-09-16,193.70,194.81,192.61,193.14999,3902400,184.85866
2013-09-13,191.21001,193.10001,191.00,192.17,3710400,183.92073
2013-09-12,190.96001,191.32001,189.85001,190.73,3354800,182.54254
2013-09-11,186.83,190.87,186.82001,190.70,4962900,182.51382
2013-09-10,187.20,187.64999,186.37,186.60001,3149600,178.58983
2013-09-09,183.67999,185.49001,183.31,184.98,3017200,177.03937
